x y
2.390038639041417667e+00 7.321886429679219654e-01
6.676624900275993646e-01 3.163023865252619360e-01
-4.588312168359660603e-01 -9.822063967385976646e-01
-7.356795277654403220e-01 -8.221909632269931434e-01
-3.880527136622272111e-01 5.219188971195664051e-01
-1.582376366806102164e+00 -7.059630489268118314e-01
-1.723117350525432245e+00 -1.816809285665989870e+00
1.497308966483868575e+00 2.215402367587954835e+00
1.108556928962808885e-01 3.131945250468864961e-01
4.911626892691185742e-02 -2.904826257238964926e-01
7.765308329653903829e-01 2.066468334855086075e-01
-1.136023942264859032e+00 -8.449243242376276442e-01
1.660947610385334894e+00 1.743568302263825309e+00
5.319301751246707788e-01 4.654950411935674381e-01
1.034515143626635769e+00 -2.248298640102660007e-01
1.550863134681166877e-01 5.583226302078068137e-01
-2.226011664959742231e-01 1.769873204063578953e-01
1.225802668817122854e+00 1.763635341036202231e+00
1.871173408620345202e-01 9.302674874083121104e-01
1.591791411713972870e+00 4.109608327186293764e-01
6.627158122774432503e-01 1.688805456931239624e+00
-3.511179409712671395e-01 -1.524059878550603209e+00
1.188767103906177791e+00 1.207975532687534104e-01
-5.178823075897853734e-02 2.642171401452703128e-01
1.455781044633434718e+00 1.646041629747941215e+00
1.129156090836476389e+00 4.836767343741817382e-01
6.131314021279345994e-01 1.346235038400323436e+00
1.570918919139486558e+00 2.364646359414143140e-01
-1.613512994172076054e+00 -1.318639644020047852e+00
-1.394647979953236749e+00 -8.323404242232426142e-01
-7.317594735614580959e-01 -7.490923218148348717e-01
-3.950296609346979904e-01 -9.506935371838387550e-01
1.664932868994811965e+00 1.604214762670798766e+00
-5.746723771133455116e-01 -7.461447516736088303e-01
1.411069531196296856e+00 2.904830464183516536e-01
-2.608437247720927221e-01 7.152491060566218417e-01
-3.832603113079423029e-01 9.302993283133189628e-01
-1.532554199056598843e-01 -1.153064419005454810e-02
-2.683985982178172525e-01 9.311176023886903741e-02
1.427662182507067001e+00 4.615987184755229178e-01
2.426730419381297743e-01 1.274886102111681407e-01
-1.230891498784725258e+00 -1.085891033499388758e+00
-6.388538824442157038e-01 -9.498692431937666436e-01
1.502221592623756985e+00 1.275936988841800401e+00
5.365851846767787370e-01 6.929214966679528298e-02
-1.357516439733571278e+00 -1.158599233246337956e+00
7.471382398514727630e-01 -1.430256819147041614e-01
2.309694799320269887e+00 1.646853569052589839e+00
-1.085614381924877359e+00 -3.435617704453017285e-01
-8.963747877747090254e-01 -1.622174343295753607e+00
-7.720179805389466576e-01 -8.152233019733756691e-01
-5.128182229518291058e-01 -4.483752197709180987e-01
2.858103340614830401e-01 6.109905063595324481e-01
-1.539940527883940868e+00 -1.211747537135231090e+00
-1.054201211673496674e+00 -2.872656658066090607e-01
-1.044831526058991877e-01 -6.362485885628736959e-01
1.162359413379142059e-01 1.045834312440450997e+00
1.648042484705393440e-01 -2.549472729746534716e-01
1.927218132205360313e+00 -7.164869399870599231e-03
4.679676500026633268e-02 5.391477934107816727e-01
-2.024077287554489235e+00 -2.307862599064686382e+00
9.840126567404554603e-01 8.918872544285127990e-01
6.358241891277565117e-01 1.099995406592450431e+00
1.794368643562412435e+00 1.053869455951127465e+00
-9.045463419267152361e-02 -6.366767009128752042e-01
1.854641278864336829e-01 5.420288119842033847e-01
-1.182962967303802237e-03 4.827850719865926510e-01
-4.812741793693356973e-01 1.040787854192823048e+00
1.411578753685402532e+00 1.561006755580192085e+00
1.445903053251266890e+00 9.248948078929326577e-01
1.700726933180040923e-01 -6.290548787346649240e-01
2.109604703603555009e+00 1.398946216398690989e+00
-4.172519038322944351e-01 3.200275372661277040e-01
-3.618201341889061284e-01 -1.140704796490276340e+00
-6.706504862617580498e-01 -1.201465311502150968e+00
8.168308619194458720e-01 -7.867259945171031221e-01
8.728079768621421763e-01 5.621102358612906080e-01
-4.201218961712231414e-01 -1.151852917000965260e+00
-7.553169789567732995e-01 -4.309167214221503728e-01
4.009912259068676432e-02 -8.489384938591987284e-02
5.894297597494833063e-01 1.050044644677639472e+00
1.064124876721548540e+00 2.484637632914006300e-01
-1.442902181368209913e+00 -9.125026652773535751e-01
-1.657848554652050499e+00 -8.710742141253406956e-01
3.465632073099015331e-01 -5.646867657393780937e-02
-1.148348367384398605e+00 -1.302177350048755455e+00
1.800213273810429060e+00 2.109426907928009243e+00
3.400280351010809277e-04 -2.699649879083196868e-01
2.753536305046917487e-01 5.034534566932015176e-01
-2.542097481654329361e+00 -1.486644849438044869e+00
-1.012263336619550758e-01 4.725791977701930824e-01
6.762394634946612415e-01 -9.077184821385454461e-01
-2.862717314151208559e-01 5.074200274888779338e-02
-6.210232525803375259e-01 -6.104408266866351296e-01
-1.498251815535173170e+00 -6.795945892371475505e-01
3.670256283270982856e-01 -3.564926970019212105e-01
1.300647025185294625e+00 -4.980309624017512093e-01
1.627076840027223970e+00 1.351545240486923483e+00
1.435152639996007506e+00 1.022855559334739040e+00
1.097137399881561004e+00 8.697486278031749674e-01
1.093722599566676057e-01 -1.025899126776519177e+00
-6.385641715324632539e-01 -2.813897027292486808e-01
-5.544670086774808326e-02 -3.612734932702483803e-01
2.188877328873698236e+00 1.840180242291140411e+00
-5.953408151151259320e-01 8.249455832367512675e-01
1.179220975708493491e+00 8.911915205534389761e-01
-1.844418075017798531e+00 -2.117277823040356388e+00
-1.420660536695374621e+00 -5.558939740149726472e-01
-7.718723044397832744e-01 -8.801154070773848925e-01
-2.160290219663968170e+00 -1.686414621054002305e+00
-1.503971489451277455e+00 -5.930851584574214908e-01
1.540112983181671780e+00 4.395413211463795600e-01
8.618152117640401899e-01 5.696161445645261390e-01
-9.516249632724618213e-01 4.462123199714351784e-02
6.884429339330421227e-01 9.349184259929791407e-01
1.016388953073606993e+00 1.087717407569055661e+00
-7.394248563412659792e-01 -1.062497972245570077e+00
1.690001620144369276e+00 1.124148200227394589e+00
-5.747896424972971374e-01 9.121208849495030524e-01
-2.611910820040084236e-01 -1.612753497628557575e+00
9.847526037937910370e-01 9.586937361815945913e-01
-1.569276753039311911e+00 -6.625003851439121849e-01
9.193210605575272698e-01 7.449887855533523506e-01
4.857417139333924383e-01 -3.196732433575410481e-01
-1.587143080425289066e+00 -9.958275819264190698e-01
4.039411407840042267e-01 5.869365498832908035e-01
-8.237021202944547760e-01 -4.731019020836650935e-01
1.511789253045728643e+00 6.978318262644642722e-01
2.166327810010985733e+00 4.501072566061669056e-01
7.449697023409945773e-01 5.864515979879060259e-01
1.823205136051956610e-01 6.282603502985675270e-01
7.491409730241023190e-01 1.316375445551980938e+00
-1.012250421874762107e+00 -6.611546999267468028e-01
-3.896636386491558746e-02 -6.201243432842274972e-01
1.086239844954513645e+00 1.445731934183592360e+00
-9.435958657369325486e-02 1.036043384779530729e+00
-8.128744251668693632e-01 -8.908694570365516263e-01
-1.828175263456330024e-01 5.973398846999440348e-01
1.486384734431612120e+00 2.361640261254308815e+00
5.149931854605120929e-01 1.689454931464221543e+00
1.986753737200602110e+00 9.837103171661832901e-01
-3.763499314795332173e-01 1.659982428145797551e-01
5.065834939337046650e-02 3.139399407339726888e-01
-2.355413391212549001e+00 -3.016361719653928297e+00
5.174775947645164909e-01 2.790645982297604855e-01
-1.013735442399652520e-01 -1.839956404976323956e-01
-2.027961007856364795e+00 -1.077519350724086777e+00
4.427417587275510602e-01 1.350315615455958351e+00
-4.178560090534182425e-01 -9.345275334482645579e-01
9.430181608709415908e-01 6.626445178238344891e-01
1.408270879927883579e+00 2.256802915489305228e+00
4.565328920583338057e-01 9.507543076146427463e-01
-4.017237937017986704e-01 6.234674922501027838e-01
5.497428425293886534e-01 -6.204635176410038255e-01
-1.096325570142297590e+00 -5.907920747825210483e-01
-9.785417590729583726e-01 6.488601693117723723e-01
-1.756968819757210420e+00 -1.624299418433680531e+00
-5.485841444806497380e-01 3.157323331040109982e-01
7.734735252659499238e-01 5.437284541196557575e-02
3.887155068617779707e-01 5.194996367567492612e-01
-1.324448974986266014e+00 -1.521377788024336875e+00
-5.604761062192241683e-01 -8.109543018334898212e-01
7.175792239291822749e-02 6.737242998398060845e-01
9.758512312773680586e-01 8.874589086783771785e-01
-4.665171688827979279e-02 1.932568878526027267e-01
8.906994706702944242e-01 1.392021290616726859e+00
-5.542590025643404639e-01 -1.340522394053268673e+00
1.466579927920373061e+00 1.559136405556420746e+00
-9.281451532788118630e-01 5.003147497757534090e-01
-9.169929542530085298e-01 -1.026924832007336530e+00
3.005850270452160355e+00 1.811571522000947621e+00
1.338419204840617383e-01 7.785444622323163255e-01
-5.941195713527694378e-02 3.709354379876045327e-01
-7.300442943807987639e-01 7.285721012150370157e-02
-7.200829543610648420e-01 -1.986345898967055490e+00
-1.651402521799676115e-01 4.837364164156631174e-01
-8.094233843668617867e-01 -4.243721419664540084e-01
-1.552883972018427539e+00 -2.131798086816731885e+00
2.593497468072073264e+00 3.499268435412978828e+00
7.069166187857927053e-01 1.416014226327915737e-01
1.400661452935066720e+00 7.078427486107462530e-01
-1.968817632463785383e+00 -1.916973290207296898e+00
-1.297206496306619217e+00 -2.510189480924775118e+00
7.834799959515144074e-01 1.724725954280091678e+00
4.640445992775709683e-01 1.175388168492499608e+00
1.093361953764495631e+00 1.186614078139264450e+00
-3.081652475473911634e-02 -7.953923571660219682e-01
3.260788573068668095e-02 -6.310578326047837638e-01
5.920436880988086958e-01 1.135402015425451383e+00
1.298420119473959744e+00 9.447367781491307070e-01
-1.841282881128253779e+00 -2.034547835639673785e+00
6.870058991868226439e-01 -6.289827174606268390e-01
-1.712850693519256673e-01 -3.905423086096786456e-01
-1.827843496481486862e-01 5.193236687111336680e-01
6.664631303494039649e-01 4.770491067023521214e-01
1.460534723074070618e+00 6.043512407808810938e-01
7.949907332158212547e-02 -5.923824345086710075e-01
5.052690699717730105e-01 3.404881431221638000e-01
1.221016338116548694e-01 4.041477651402914928e-01
-1.736191579349960767e-01 -6.508795546867421900e-01
4.428437479041208436e-02 -4.359963012386983694e-01
9.649148679523378291e-03 1.956202244229868492e-01
-8.250843700427024086e-01 -1.126217912190560666e+00
6.451609869331435820e-02 -2.838725704968024788e-01
1.202419507835360113e+00 5.687212130679959454e-01
6.967332471764702273e-01 1.404293363079293089e+00
-9.496008764121888213e-02 1.301628330848549675e+00
1.875383950562384966e-02 -8.901208650553713020e-02
6.618357467105133729e-01 9.028131422974927656e-03
6.385611020867898446e-01 -9.232246018172534097e-01
1.232517545665698488e+00 1.585186971177718007e+00
1.944475210192571302e+00 9.987143372755442616e-01
-2.589969775338932800e-01 -5.168042475727191443e-01
-7.417213833442929394e-01 -1.687878619947785763e-01
1.229977808485950286e+00 1.098420269653826553e+00
-2.006138682404766949e-01 -4.482263397366120783e-01
-1.642614734947798194e+00 -2.193282202918156010e+00
-7.206923809167526951e-01 5.628883302092924090e-01
1.592848411833763134e+00 1.272565160094284220e+00
-9.901197542271074070e-01 -3.518169879567373814e-01
-6.298770674739336828e-01 -5.613799430076508168e-01
8.953788961953849102e-01 8.911230817493863698e-01
-1.175921592002131089e+00 -3.964381613720424635e-02
3.208705734531458464e-01 4.299852766457594733e-01
5.067731886288120435e-01 -8.511528278027369332e-04
-3.366790184786633278e-01 -2.046113874003336885e-01
-3.244221561421279931e-01 5.462797100210936563e-01
-1.812641043082079850e+00 -1.908869481642556210e+00
9.922924540590597475e-01 9.134481019389356637e-01
1.931286522782250936e-01 3.321786589534876377e-01
1.233363264659152581e+00 1.242247476077945390e+00
1.009057563833768878e+00 1.641360862351507466e-01
-6.589326488538538307e-01 1.083464495129043970e-02
-1.534130716523737892e+00 -1.850626047498868498e+00
1.493486352285613439e-01 -2.941457747732889594e-01
4.629602121031931583e-01 1.512188708223103806e+00
-2.494359937354203027e-01 -9.688946052248559315e-01
-1.043362476193541610e+00 -1.475636952891576925e-01
1.883830228686031116e+00 6.795185365622770091e-01
1.945505685603046708e-01 -7.754250569839458151e-01
-7.375670757730316829e-03 -1.291830192853558323e-01
-7.179115207811930244e-01 -1.668663383534541578e-01
-1.290348077520953041e-01 -1.301076288358418154e-01
-8.442294115586783665e-01 -5.998011523140458490e-01
-4.739190187176377522e-01 1.292525193433267106e-01
1.238443465738407190e-01 2.251493515374452248e-01
-5.062070387367839652e-01 -8.322415914891040378e-01
1.927110171889642620e+00 1.177839186830262230e+00
-4.013710311145907150e-01 8.097416599226742173e-01
1.425307712479618738e+00 9.649348337320058366e-01
1.681448892701134179e+00 2.251545318164597465e+00
8.078926605820053730e-01 9.144649895003453821e-02
-1.228206255965430094e+00 -1.060008583618410549e+00
3.710606201897267420e-01 8.701039539044773674e-01
-6.005516047940389068e-01 -1.718810843000082023e-01
-3.890888414488720137e-01 -5.556327906056658383e-01
4.196609489914644442e-01 1.126193972488605421e+00
-6.889848959421579488e-01 -1.347287079026653345e+00
-1.060645845190819059e-02 -9.590320204493485434e-02
5.949821620430084668e-02 -1.316818018752447639e+00
1.688571304546044871e-01 7.937870906775280622e-01
-1.441201291318938704e+00 -1.647570831659027846e+00
7.574575135875084575e-01 1.094920884284652729e+00
5.735691727735021672e-01 -7.720193761680769207e-01
9.793320108430056958e-01 8.152401751542028840e-01
-1.160201435565520356e+00 1.258742132426682314e-02
7.868273672463768076e-01 -1.486862896600372741e-01
4.744819484123782849e-01 5.921125235796022013e-01
-1.050757533154688783e+00 -4.212350676915802561e-01
-2.846445074161035316e-01 9.831694745929597801e-02
-6.604200487930758090e-01 -1.790266164836082363e-01
6.359878176163052954e-01 1.032133311860529812e+00
-7.321889953057397760e-01 -3.345847514825001090e-01
-9.570939315029932670e-01 -1.273603180751867736e+00
-9.109354996433670637e-01 -3.105247155744117471e-03
2.436892686161535315e-01 -6.230581509576894883e-02
-2.923463963756908202e-01 -1.375597468607212992e+00
1.724907403067085787e-01 -2.764201530551604891e-01
-7.161982805710191968e-01 -9.782578989359227428e-01
-4.107432719282075873e-01 -7.307098884787497362e-01
-1.131758009956379318e+00 -1.435668653167855080e+00
1.948578658327954627e-01 8.032701501729648530e-02
1.568056358326495037e-01 -6.512477292152119013e-01
-1.761550071031398268e+00 -1.913961000107135213e+00
2.066961398224625157e-01 2.387712440884866283e-01
-2.581394577587837746e-01 -2.491334690154751730e-01
-1.590513879217495263e-01 -1.713801094695164562e-01
-8.720163848470190437e-01 5.370437314365699155e-01
-6.412112455097859764e-02 -6.261417441341607382e-02
-8.424941250448167995e-01 -2.657920676226428469e+00
-4.276805753652718201e-01 1.138934741503778270e+00
-1.659854848024752139e-01 1.107998765441211120e+00
4.365260255042409665e-01 2.619241986668141009e-01
5.323150166196388700e-01 -9.145678742721419230e-01
5.169595737798765578e-01 1.934312240263314830e+00
2.203603429852274864e+00 1.816403286727127586e+00
9.155219702066473841e-01 1.098130374507583662e+00
-8.127840227708964249e-02 -1.866346057197991182e-01
2.052121453196903145e-01 -6.146759389539653284e-01
5.690235173367605981e-01 2.470063193537274937e-01
-7.467366621884762301e-01 -9.883964110100218470e-02
-1.470647993922217234e+00 -1.232392350237734080e+00
5.770419460389764055e-01 -3.478048608662744900e-01
-1.654003311703187984e-02 2.002634025391451522e-01
3.828916027879711859e-01 -3.556994679574437823e-01
7.500218997009980848e-01 3.601971758202905383e-01
-8.879051039473417894e-02 -7.377576053028384040e-01
1.058015367967163112e+00 1.085103517012456997e+00
1.199720898490705734e+00 9.453149192550764912e-01
7.628858645437136543e-02 -9.099207022984525661e-01
9.387500537680592005e-01 6.165626860847818191e-01
-1.241124210395623040e+00 -9.753306332800304457e-01
3.236984113099816707e-02 8.793723134858324464e-01
1.440534773848776817e+00 5.546271905667172764e-01
1.181427517623850232e+00 1.323523966364354987e+00
2.846852897634620794e-01 -9.128931540619641405e-01
-1.027021651656112144e+00 -4.265066360639555021e-01
2.382840486338964503e+00 1.565924006644415556e+00
1.197617249223275948e+00 1.251421594775238066e+00
7.261576481606386579e-01 -5.856217837498789436e-01
4.869320570570259687e-01 8.500730849989046600e-01
4.731445915907903088e-02 3.762704743536777752e-01
-2.892859351460281836e-01 -7.272576353612385525e-01
-2.309149620230348532e+00 -2.540763024391567981e+00
-3.788468326502999473e-01 2.873416678741149699e-01
1.183996400172377506e+00 6.498694006970284764e-01
1.998486976467068299e+00 1.609212345889595053e+00
-8.489616299518683018e-01 -1.093058575191402149e+00
2.929073545923509547e-01 9.608593957049364753e-02
2.999320907118922519e-01 1.147194322768395613e+00
6.704140297971949991e-01 4.825344379236967685e-02
-6.943207421283660308e-01 -7.719999637542386273e-01
-5.565617904325526055e-03 4.240072919569953802e-01
5.806000175994729950e-01 -5.894924512613342049e-02
8.538549674763817876e-02 -8.544980050201016475e-01
-1.025072531671390452e+00 -1.826913949527215753e-01
2.956628617211580212e-01 1.205683666215389360e+00
1.573793658955036978e+00 1.430841494447371520e+00
2.069767823478497082e+00 7.177119579301892704e-01
1.435041792646616576e+00 6.501123631559762028e-01
-1.039020317137249405e+00 -1.030654805568628207e+00
-2.643857440568231798e+00 -2.571231262784007487e+00
-1.005330185399223364e+00 -5.407007789330673386e-01
1.714874360138713416e-01 7.673838457977328886e-01
6.062047364931248961e-01 1.514667238149896678e+00
-1.926556745695663375e+00 -1.134657207819533609e+00
2.360591332416807075e-01 1.566041523530737223e+00
-1.286652838168829582e+00 -6.438983014241874692e-01
-1.222535334678886976e-02 -4.197690361441915874e-01
-7.579710070933253219e-01 -5.966674615965174011e-01
-5.464078444908759824e-01 -1.016076662456540047e+00
-2.127868079004073820e+00 -1.484341742998826152e+00
-7.203754430384003982e-01 -1.890030275548117422e-01
2.443492237071177353e+00 2.383253794041841456e+00
-3.266504915948469367e-01 -1.555726155199775196e+00
1.831890615473180217e+00 1.506600326443772397e+00
-7.419793349232031709e-02 -3.856883350635671448e-01
-8.953441753398608816e-01 -1.239309892912002775e-01
3.369685393781263194e-01 1.657057761090511006e-01
9.510914594866156646e-01 1.384104978375297224e+00
7.538065020231436986e-01 5.353481524891647858e-01
1.838346558417654486e-01 3.119840179182336026e-01
4.444045309023578749e-01 6.490439123474298633e-01
3.011583736896772390e-02 3.198666422432009937e-01
-1.753728205934765305e-02 2.684396377291793367e-01
1.991743781445719508e-01 3.467466747071161759e-01
1.463577194979138518e+00 1.196128968378158852e+00
1.559836326011170948e+00 1.649448212118139301e+00
2.209032676040160847e+00 1.505787120710742943e+00
1.178154929106898674e+00 8.178755671229220869e-02
-9.768056553086886806e-01 -9.240135151724729878e-01
-7.788306084713600974e-01 -1.256041199809667219e+00
9.372106391957440996e-01 5.936353168148078563e-02
-4.912735014800082012e-01 -8.832755832393988094e-01
-1.444789459800922105e+00 -1.021518206755283709e+00
2.888391867709841909e-01 5.091565058936569077e-01
-7.887114762168366822e-01 -1.350789709228179536e+00
2.763884411293546783e-01 2.043907264048611117e-01
-8.866831982623973873e-02 -6.264462077630224002e-01
-8.119654163552110226e-01 -1.594614693747193002e+00
-4.934581289866460940e-01 -5.556668256092330838e-01
5.848409475110524225e-01 8.772343502268241666e-01
-6.468163745449845292e-01 -2.052651152523950362e+00
6.116320696111038346e-01 -2.100706032826546998e-01
-7.002256877460171225e-01 -1.133154440344825487e+00
-5.998407970745798234e-01 1.281418120220431667e-01
2.023566592168775102e+00 1.369200661276494646e+00
-4.025021553597116775e-01 -4.082886832929339960e-01
-1.486844895159664892e+00 -1.034236121634268146e+00
5.410024352384704693e-01 2.572880610768336629e-01
-1.241229241828065488e+00 -8.121377680269523669e-01
1.036885834360415037e+00 5.388434564232330581e-02
8.219734617791185638e-01 -7.536814604300527964e-01
-3.330433660675609087e-01 -7.696860498747029045e-01
-6.335070476441334586e-01 -1.416797451016768017e-01
-1.177165331630067646e+00 -8.376999843750139174e-01
2.697157739179547042e-01 7.783799209982149581e-01
3.231249728675759658e-01 8.874829252742100216e-01
2.560176150386515026e-01 2.045325632862777521e-01
1.262752259942027777e+00 2.088072379312320148e+00
1.222721222496569782e+00 -5.478282180904847642e-01
-8.042639890831733140e-01 -9.260548698981325710e-01
-2.277148999189680945e-01 1.902730798277131596e-02
-2.181495303091958604e+00 -9.936608355941223270e-01
2.007372079429065037e-02 -2.300309187947770506e-01
1.566947540667203764e+00 8.849009628019312013e-01
1.553797719978675662e+00 1.169404456258404057e+00
2.700982030865415329e-01 4.452778841475013571e-01
-3.981602251676823467e-01 3.917813365574682183e-02
5.249353368335376580e-01 1.296049203404320060e+00
1.115780718234891555e+00 2.971318109307482525e-01
-8.078831965928980896e-01 -1.460580207810118880e+00
1.760260597675912697e+00 5.002829554770398257e-01
4.608911460151422501e-01 5.832210583540730076e-01
-6.579191509599605636e-01 1.139561193053899579e-01
1.051778208086473265e+00 1.172112642022986373e+00
5.012400076583813091e-02 -5.244066803465960436e-02
-2.356555096113092662e-01 -2.913780994608606290e-01
9.543518520724116883e-01 -3.300373694604086250e-02
1.192433079444278343e+00 9.112608170164471222e-01
8.136669367845504874e-01 1.848061465084918975e+00
1.787503994440521993e+00 1.838028230603592217e+00
-3.299362485409338963e-01 -4.516911944200773799e-01
2.100702923467217265e-01 6.372885279916503665e-01
-9.821084732657064942e-01 -1.031646863796261915e+00
-8.097506179715876495e-01 -1.209176079947415827e+00
-1.575573638264228526e-01 -4.670123155419984018e-01
-1.034337134288958904e+00 6.058877399956814624e-01
1.390368547144023914e+00 1.600980844142604109e+00
2.859235963879948050e-01 -7.583299963546080713e-02
3.118399421219167356e-01 -3.535121805623719360e-01
3.305672710114807566e-01 -6.540768227220555842e-01
1.754741948516290062e+00 7.666223980936489601e-01
-1.007755338489065844e+00 -1.800210905072301637e+00
6.345327396297936184e-01 6.081261999003858554e-01
-9.588394044204102684e-01 -5.740102598875926887e-01
6.527652698434256440e-01 1.550161032132441052e-01
-7.678197499643903967e-01 -8.403890370093242135e-02
-1.119599092283452668e+00 -2.208402094974386110e+00
7.171585594379420447e-01 5.033049420806480212e-01
1.482696733762234320e-01 -8.827485147345366379e-01
1.614500797998855486e+00 6.299733396793918416e-01
-9.922957854802558209e-02 5.756510105843295477e-01
9.764491935084471663e-01 8.787701437745978339e-01
-1.184142726878169460e+00 -7.384493371452051091e-01
-1.764031106521701586e+00 -6.077778110631826269e-01
-2.504472977220571495e-01 1.034148376846252410e-01
-6.248637794221632014e-01 1.435744884150841894e-01
9.805244590348158873e-01 1.565180674429239582e-02
-1.275202758999591568e+00 -1.318177646345698895e+00
3.127630991292397744e-01 7.663153246538823016e-03
8.735465067441766651e-01 5.620160255723719578e-01
-2.046302511287663606e+00 -1.449032452431008533e+00
1.737316725772115378e+00 6.683008276855300078e-01
-1.395523193084772684e+00 -1.182343633531779181e+00
1.166712193641354922e-01 -6.361175584816758377e-01
2.642337301642088132e-01 -4.071644186484018046e-01
9.541725608187534569e-02 5.556262609340443248e-01
2.427121294614442260e+00 1.147991680049335717e+00
1.027545867978087335e+00 -8.432772019117475981e-01
5.106892476171890349e-01 1.099278535217956598e+00
-1.161952064107208527e+00 -6.749925074453906326e-01
1.530463809417339505e+00 1.223563935895024990e+00
-5.248506162813191406e-02 -6.935159214221389701e-02
-7.624309020925321700e-01 -5.451924818299120901e-01
-1.316409242000289748e+00 -1.613506453220694858e+00
